Created-Date,Tweet,Sentiment
6/7/2021 11:53,سائين قرب..  ,
6/7/2021 11:52,سائين پاڻ تہ بس گوگل جي لنڪ موڪلي سين. الله الله خير صلاح. ,
6/7/2021 11:50,ڇا جي سائين؟ ,
6/7/2021 11:50,افلا مٺا... لک قرب. شل سکيو رھين پيارا. ️ ,
6/7/2021 11:48,لک قرب دوستو واڌاين جا. ,
6/7/2021 11:39,کوڙ قرب جميلا سانئڻ... شل سدا سرھيون رھو. آمين  ,
6/7/2021 11:34,اھو استعمال ڪيل آھي. مون سان ھڪ ميڊيڪل اشو آھي انڪري ان جي بيس نوٽ مون کي مائگرين … ,
6/7/2021 11:20,جاني سوچي وٺجان... مھانگو اٿئي ھو مٿو.. سچي  ,
6/7/2021 11:19,ماشاءَ الله سائين.... ڀلي چونڊ  سھڻي ايسٿيٽڪ اٿوَ..  ,
6/7/2021 11:14,اڙي علي جاني... تون کي ڇا چوان مان.. ھتي اچ رڳو... ھا ھن ڀيري ٻہ پرفيوم کڻي ايندين. ھڪ ڪريڊ جو ٻيو پنھنجي مرضيءَ  ,
6/7/2021 11:01,ڇا اوھان کي خبر آھي تہ ڪراچيءَ جي مھانگي ترين اسپتالن مان  مھانگي ترين ھائپر شاپنگ سينٽرن مان ”سنڌي ماڻهو مريض يا… ,
6/7/2021 10:58,پھرين ڏينھن کان منھنجو مؤقف اھو ئي تہ آھي.. بحريا ٽائون کي ڪوبہ روڪي نہ ٿو سگهي. ,
6/7/2021 10:00,نہ بابا... ھيءَ ھڪ ٻي شيءِ آھي جنھن کي منڍيري سڏجي. ,
6/7/2021 9:56,بابا گهڻي نہ پيئو. ,
6/7/2021 9:47,بلڪل سائين ,
6/7/2021 9:32,وڏا وڙ منھنجا سائين... ️ ,
6/7/2021 9:32,مسڪي لک قرب... بابا  ,
6/7/2021 9:31,مُنڍيري ھڪ جابلو ,
6/7/2021 9:11,ھاھاھاھاھا... ٻچا.. جيلو قرب ️️ ,
6/7/2021 9:11,اھو طئي ناھي سائين... گهڻو اڳ، لڳ ڀڳ ڇھ يا ست ھزار سال اڳ، جيڪا ڄاتل سڃاتل دنيا ھوندي ھئي، اھا گهڻو م… ,
6/7/2021 9:09,سائين ھي وٺو. آن لائين لنڪ ,
6/7/2021 9:08,او ابا، اھو ئي اٿوَ. ,
6/7/2021 8:39,اوھان ھيئن ڪريو جو دنيا جون سڀ لغتن  ”انڊو“ يا ”انڊ“ جي حقيقي معنا ڳوليو. اھو انڊ ڇا آھي؟ اھو انڊو ڇا آھ… ,
6/7/2021 8:34,قرب سائين ️ ,
6/7/2021 8:26,پيارا سائين.. لک لک قرب  ,
6/7/2021 8:25,سائين منھنجا قرب. ️ ,
6/7/2021 8:03,️ لو يو بابا... لک قرب ,
6/7/2021 8:03,نہ سائين. ٽويٽر وٽ ڪا بہ ملا گيري يا پيري مريدي جنھن  معرفت ھجي ناھي ھوندي… ,
6/7/2021 8:01,بلڪل ڀيڻ... اھا وري انھن ادارن جي ساک جو مامرو ھوندو آھي نہ.. انڪري.  ,
6/7/2021 8:00,تنھنجو سنڌي ٻوليءَ سان پيار سچ  وڻندو آھي. انگريزي تنھنجي آھي جھڙوڪ ھابي ھاڻي... سو ٻنھي … ,
6/7/2021 7:54,ھاھاھاھا... اسم سان سچي.. عمر ڀر مان ٽيٽڪ بہ ھٿ  کڻي ڪو پکي ناھي ماريو...  ,
6/7/2021 7:52,اوھ او ابا، او منھنجا محسن سائين نجومي ڇوٿو پيو اسان جا عيب اگهاڙين ابا... پليز... مان ڪجه… ,
6/7/2021 7:49,مان ڄاڻان ٿو.. اوھان جام ڀلا آھيو.. اسان جي امڙيون اسان تي فخر ڪنديون آھن. امڙيون ئي ڇو؟ اوڙي پاڙي وارا… ,
6/7/2021 7:49,پيارا سائين وڏا قرب  ,
6/7/2021 7:48,جي ڀيڻ ائين ئي آھي. ڪارڪردگي بہ  سڃاڻپ بہ. معنا ان ماڻهوءَ جي ھٿ  ڇري ڏ… ,
6/7/2021 7:46,سائين منھنجا سدا سرھا رھو. لک قرب ️ ,
6/7/2021 7:46,نااميد نہ ٿيو پيارا. ڪوبہ درياءُ جڏھن نئون کوٽي ٺاھي ان مان پاڻي گذاريو ويندو آ، تڏھن پھريون پاڻي پاڻ سا… ,
6/7/2021 7:41,لک قرب سائين..  ,
6/7/2021 7:41,اڙڙڙڙڙڙي...... چريو ٿيو آھين ڇا؟ ,
6/7/2021 7:35,پيارا سعيد سائين.. قرب... ️ ,
6/7/2021 7:32,سائين قرب  ,
6/7/2021 7:32,نالي ڀائي، قرب...  ,
6/7/2021 7:30,وڏا وڙ سائين... ️ ,
6/7/2021 7:26,قرب سائين. خير مبارڪون..  ,
6/7/2021 7:26,سائين وڏي وڏي مھرباني اوھان جي... ️ ,
6/7/2021 7:26,پيارا سھڻا نجومي... خدا پاڪ اوھان جي ھر آس کي ساڀيان جو روپ ڏيندو. لک ٿورا اوھان جا. وڏا وڙ سھڻا.  ,
6/7/2021 7:24,ھن لغت  ھن ٻول رکيو اٿائين ”گُهر، گُهرڻ، يا گهريو“. ,
6/7/2021 7:24,آمريڪي ڊاڪٽر ڪالورٽ واٽڪنز، ٻولين جو ماھر آھي. ھن جي کوڙ ڪمن مان وڏو ڪم اھو بہ آھي تہ ھن لغت ترتيب ڏني آھي جنھن  ھ… ,
6/7/2021 7:17,راحت واري ڪيفيت بہ اصل  ھڪ وڏي آس ئي آھي نہ. اھا بہ تہ ھڪ دعا ئي آھي نہ.. جنھن کي اھا راحت نصيب نا… ,
6/7/2021 7:08,سائين وڏا وڙ... لک ٿورا... ️ ,
6/7/2021 7:08,سونھن ماتا... مان تنھنجو ٿورائتو.. شل سدا سرھي رھين آمين.  ,
6/7/2021 7:02,پيارا سائين لک لک مھربانيون.  ,
6/7/2021 7:01,پيارا مھدي حسن سائين، شل سدا سکيا ھجو. آمين. لک مھربانيون اوھان جون.  ,
6/7/2021 6:56,قرب سائين...  ,
6/7/2021 6:56,بابا بابا، مھربانيون.. شل سکيا رھو. ,
6/7/2021 6:55,پيارا ول. فري آيئو نہ ساڳي ٻج ٻول تي. آسرو اصل  ”آس“ مان ئي نڪتو آھي. آس معنا ئي اصل  دعائيہ اميد آھي.… ,
6/7/2021 6:53,پياري ڪشمش.. پمشو.. وڏا قرب... سدا سرھي رھين. آمين  ,
6/7/2021 6:47,پيارا چارڻ.. لو يو ٽو... سدا سرھو رھين. شل پنھنجي تخليقي دماغ مان ائين ئي سنڌ ماتا جي سيوا ڪندو رھين. آمين ,
6/7/2021 6:46,سائين ھن لنڪ کي پڙھجو. سڄو طريقو ھتي ,
6/7/2021 6:43,سائين مان خادم... لک قرب ,
6/7/2021 6:41, اميد معنا؟ ,
6/7/2021 6:41,سائين جيئن ملندو آ... ,
6/7/2021 6:38,لک قرب سانئڻ... ,
6/7/2021 6:36,سائين منھنجا لک ٿورا اوھان جا.  شل سدائين سرھا ھجو. آمين ,
6/7/2021 6:34,سائين منھنجا لک ٿورا اوھان جا. . شل سدائين سرھا ھجو. آمين ,
6/7/2021 6:34,سائين منھنجا لک ٿورا اوھان جا. . شل سدائين سرھا ھجو. آمين ,
6/7/2021 6:33,اڄ جو لفظ ,
6/7/2021 6:29,سائين منھنجا وڏا وڙ اوھان جا.... ، شل سدا سرھا ھجو. ,
6/7/2021 6:27,اڄ ئي بابا. ,
6/7/2021 6:26,سائين منھنجا وڏا وڙ اوھان جا.... ، شل سدا سرھا ھجو. ,
6/7/2021 6:23,ھاھاھاھاھاھا... مان صدقو. شل آباد ھجو.  ,
6/7/2021 6:22,سائين منھنجا وڏا وڙ اوھان جا.... ، شل سدا سرھا ھجو. ,
6/7/2021 6:17,پيارا سائين.. لک مھربانيون.. سدا سرھا رھو  ,
6/7/2021 6:16,بس سمجهو... سمجهہ تي زور ڏيو... اکيون کولي حالتن تي مٿاھين ئي نہ پر گھري نگاھ رکو. جاڳو. جاڳيل ائين… ,
6/7/2021 6:14,پيارا منھنجي پرلوڪن کان اصل صفا اوائلي ڀيڻ... وڏيون مھربانيون... شل سدا سکي رھين. آمين  ,
6/7/2021 6:14,پيارا سمير... لک لک مھربانيون.. شل سدا سکيا رھو. آھيو الائي ڪٿي با.. ڪا لفٽ شفٽ ئي ناھي  ,
6/7/2021 6:13,بسم الله... اچو اچو سائين... منھنجي اکين تي. اوھان جا ھٿ ڌورائيندي سچ  دلي خوشي ٿيندي. سسدا سرھا رھو پيارا ,
6/7/2021 6:12,پيارا سائين.. لک مھربانيون.. سدا سرھا رھو  ,
6/7/2021 6:12,قرب اقو.... سدا سرھين رھين مٺي...  ,
6/7/2021 6:11,ھاھاھاھاھا.. پيارا جاويد سائين.. لو يو... بلڪل درست...  ,
6/7/2021 6:10,پيارا سائين.. لک مھربانيون.. سدا سرھا رھو  ,
6/7/2021 6:09,پيارا سائين.. لک مھربانيون.. سدا سرھا رھو  ,
6/7/2021 6:09,سائين مان خادم..  ,
6/7/2021 5:48,سائين... مان خادم... يار اھو ئي پيا ڪريون جيڪو ڪندا رھيا آھيون. ٻولي، ٻوليءَ جي جدت  تاريخ، ان تي کوج… ,
6/7/2021 5:45,پيارا دادلا سائين... سدا سرھا رھو. خير مبارڪ .. سائين.. لک مھربانيون.. سدا سرھا رھو  ,
6/7/2021 5:44,پيارا اومپا سائين.. لک مھربانيون.. سدا سرھا رھو  ,
6/7/2021 5:44,ابا مان وڏو يا ننڍو ناھيان.. بس مان مان ئي آھيان.. جيڪا ڀلائي اٿم سا سڀ اوھان جي سندي آھي سھڻا سائين....  ,
6/7/2021 5:43,پيارا سائين.. لک مھربانيون.. سدا سرھا رھو  ,
6/7/2021 5:43,سنڌياڻي قرب  ,
6/7/2021 5:43,ٿورڙا ڪڻا پر ڪم جا... تہ واھ جو ,
6/7/2021 5:42,مان خادم عبيد ,
6/7/2021 5:42,مان خادم بابا ,
6/7/2021 5:42,ھاھاھاھاھاھا.... يقين ڪريو.. ڪالهہ کان منھنجو انباڪس فتوائن  گارين سان ڀريو پيو آھي...  پر جو وڙ جڙي جن ,
6/7/2021 5:41,مان ميرو اپيپ.. جيڪو بہ آھيان.. اوھان جو پنھنجو ئي آھيان پيارا  ,
6/7/2021 5:40,حاضر راڻي  ,
6/7/2021 5:40,پيارا جاويد سائين.. وڏي مھرباني سائين  ,
6/7/2021 5:39,منھنجي اکين تي پيارا ,
6/7/2021 5:39,پيارا ربن لک لک قرب جاني...  ,
6/7/2021 5:39,سھڻي ڀيڻ .. لک لک قرب اوھان جا.. دعا  ياد  ,
6/7/2021 5:38,پيارا نالي ڀائي... لک قرب اوھان جا.  ,
6/7/2021 5:38,سائين منھنجا وڏا وڙ اوھان جا  ,
6/7/2021 5:38,ادي ڪوڙين قرب  ,
6/6/2021 21:33,پوائنٽ آ...  ,
6/6/2021 18:26,بحريہ ڌرڻي بابت مان ڇا سمجهيو آ؟ ,
6/6/2021 16:08,سائين هيءَ ڪلپ ڪٿي جي آ؟ ,
6/6/2021 16:06,فيس بڪ تي جامي چانڊيي جي هيءَ پوسٽ سڀني کي پڙهڻ گهرجي. ,
6/6/2021 14:43,بابا سائين.. باھ احتجاج ڪندڙن ناهي لڳائي. ڪوبہ دليل ڪا بہ شاهدي انهن ڏانهن نہ ٿي وڃي. ,
6/6/2021 14:38,ڪو دوست ڪالهہ تائين بحريه ٽائون  ڊي ايڇ اي سٽيءَ  220 گزن جي پلاٽ جي مارڪيٽ ويليو رقم تہ معلوم ڪري ڊائريءَ  لکي… ,
6/6/2021 14:16,ائين ئي آ سائين.. ,
6/6/2021 14:16,مان ڪري ڇڏيو ,
6/6/2021 14:16,لوسي آ پهرين نمبر جو ,
6/6/2021 13:49,انتهائي ڪريل  ناقابل معافي ڳالهہ.. اوهان سئو ڀيرا اختلاف رکو. پر گارين سان جواب ڏيو؟ اوهان پاڻ هڪ امڙ… ,
6/6/2021 13:22,سائين سائين.. مان خادم.. نوڪر... ٻيو حڪم؟ ,
6/6/2021 13:11,جي سائين. ,
6/6/2021 13:08,صحيح سائين  ,
6/6/2021 12:55,مالڪي؟ ڪٿي آ با اھا مالڪي؟ ڪجهہ حقيقت پسند ٿيو ميڊم. اکيون کوليو. ھر جڳھہ تي اھا نرگسي اڇل ناھي ھلندي. ,
6/6/2021 12:50,مان مسلسل اھو ئي تہ منٿ رکندو ٿو اچان تہ جذباتيت  ٺلهي نعريبازي وائڙائپ پيدا ڪندي آھي جنھن جو نتيجو ھي ڏسو. چند پن… ,
6/6/2021 12:45,پوري انساني تاريخ  ائين ٿيندو آيو آھي تہ جيستائين شعور مڪمل ڀور تي پختو ناھي ٿيندو تيستائين چند چالاڪ لکن جي مجموع… ,
6/6/2021 12:32,اڄ دل مان ھڪ رڙ نڪتي آھي. ڪاش اڄ وڏو ھجي ھا، تہ ائين نہ ٿي ھا. ,
6/6/2021 12:26,ھزار ڀيرا چيو اٿم، لکين ڀيرا چوندم تہ جيئن ھيٺيون لڪيرون اصل  سڌيون آھن پر اوھان کي چٻيون پيون لڳن پر اھو اوھان جي… ,
6/6/2021 12:23,مجھے ایسا کیوں لگتا ہے کہ ہمارے آستین چھوٹے چھوٹے سنپولیوں سے بھرے ہوئے ہیں، جنہیں باہر کے سانپ دودھ پلا رہے۔… ,
6/6/2021 12:21,یہ بات طئے ہے کہ اس قسم کی آگ سندھ کے مجنوں لوگ جو  صرف اپنی زمین بچانے باہر نکلے ہیں، وہ نہیں دے سکتے۔… ,
6/6/2021 12:14,خدا جي واسطي ھن آوارگيءَ کي روڪيو. ,
6/6/2021 8:39,شعور؟؟؟؟ اڄوڪو ڏينھن گذري وڃي ماتا پوءِ پوسٽ ماڊرنزم  ھائپر ريئلٽي تي ٿورو مطالعو ڪجو. ميٽرڪس… ,
6/6/2021 8:37,سھڻا سائين ٽرينڊ  حصو وٺو بابلا.... ڪو ڏکيو سوال ناھي. شل رب پاڪ اوھان کي ساڃھہ عطا ڪري. منھن… ,
6/6/2021 8:32,جيئن ھيلري ڪلنٽن چيو ھئو تہ پاڪستان ھڪ ”اونھي رياست” آھي، بلڪل ان اونهي رياست  ”بحريا مامرو“ بہ بلڪل… ,
6/6/2021 8:25,دل  نہ ڪجو... باقي اوھان بہ مدرسائي مُلن جيان ٿيندا پيا وڃو... ڪنھن سان ڪا بہ ذاتي مجبوري نہ… ,
6/6/2021 8:18,ھاڻي تکيون ڳالهيون، جَي مَٺو مُور مَ ,
6/6/2021 6:32,لک قرب راڻي..️ ,
6/6/2021 6:32,پمشو.. نو ,
6/6/2021 6:22,نو نو نو... پليز... نو.. جي ڏهاڙا موج مستي کان هٽي ڪري بہ هجن. پليز.. پنھنجو وڙ ڏيکاريو. ٻين جي ڳ… ,
6/6/2021 6:20,اها ڊگهي ڊبيٽ ڪري سگهجي ٿي پر ان جو گهٽ  گهٽ اڄوڪو ڏينھن نہ رکبو؟ پرائي کي شان  پنھنجي کي پيٽ ڏيکارب… ,
6/6/2021 6:15,️اڄ جو ٻيو لفظ️ ,
6/5/2021 19:40,اها نفسياتي ڪائونسلنگ جيڪا ماڻهن جي ٽيوننگ ڪندي نئون سنئون ڪري کين سماجي طور ڪارائتو ڪري سگهي. ,
6/5/2021 16:21,سائين سائين.. بلڪل درست آهيو سھڻا. مان ٿورو مصدري اسم  لکيو. باقي اوهان سئو سيڪڙو درست.. ️ ,
6/5/2021 16:18,نو مذاق پليز  ,
6/5/2021 16:15,یہاں تمام احباب میں کوئی دوست اس عجیب قسم کے بندے بنام جارج گرڈجیف کو جانتا ہے؟ ,
6/5/2021 15:53,ڪتي جي ڀونڪڻ  گڏھ جي هينگڻ کي مان ڇو روڪيان، جو اهو سندن جمهوري حق آهي. ,
6/5/2021 15:35,نہ سمجھو اس کو شور بہاراں، ,
6/5/2021 15:25,ڪڏهن منُ ماڪوڙي ,
6/5/2021 9:08,بيشڪ سائين. ,
6/5/2021 6:17,اڄ جو لفظ ,
6/4/2021 20:00,پيارا عاجز سائين.. قرب آهن اوهان جا.. اوهان جام ڀلا آهيو سھڻا سائين.  ,
6/4/2021 11:08,وڏا وڙ ادي ,
6/4/2021 10:48,لک قرب سائين.. ,
6/4/2021 10:43,بابا بابا لو يو.. ️ ,
6/4/2021 10:42,سائين اها اوهان جي وڏائي آهي. سدا سرها هجو.  ,
6/4/2021 10:33,بسم الله. قبول آ ,
6/4/2021 10:29,اصل  منھنجي لاءِ اقو مادام آھي  اھو سچ بہ آھي تہ عقلي طور تي ھوءَ مون کان ڪافي سال اڳ… ,
6/4/2021 10:13,قرب مسڪان... شل سرھي رھين. ائين مرڪندي رھين بابا. ,
6/4/2021 10:07,عبيد. ,
6/4/2021 10:04,دکم سروم، سروم دکم. ,
6/4/2021 10:02,اڙي ستار ھو ھــــــــــــــــــــــــــوڪ... بابا ڪٿي آھيو ڇوڪرا؟ ,
6/4/2021 10:02,قرب مسڪي..  ,
6/4/2021 9:55,پيارا سائين مان خادم..  ,
6/4/2021 9:54,ھاھاھاھاھاھا... ٺاھي ٺوڪي ڪئي اٿوَ سائين... ھاھاھا  ,
6/4/2021 9:51,او سرڪار تساڏي ٻھون مھرباني️ ,
6/4/2021 9:49,واھ... صفا سھڻو پيارا.. شل سلامت رھو ھر دم. آمين ,
6/4/2021 9:45,پيري آھي پڪو ميوو... جيڪو کائي. ,
6/4/2021 9:45,منھنجا سائين... مان خادم ,
6/4/2021 9:35,ضرور ٻڌجو... ,
6/4/2021 9:31,پمشو... لک قرب... يار اھا ئي اٿئي ھيءَ سفاڪ زندگي ,
6/4/2021 9:31,لک قرب سائين.. ,
6/4/2021 9:29,او سائين... مان صدقو.. شل سکيا ھجو. ,
6/4/2021 9:21,سائين اھو في البديھہ ھيوَ... ڪو بہ اسڪرپٽ نہ.. بس وڏو ساھ کني مائيڪ سامھون، ڪنٽرول ھڻي رڪارڊنگ شروع.. ا… ,
6/4/2021 9:16,لک قرب سھڻا سائين... ️ ,
6/4/2021 9:16,قرب سائين️ ,
6/4/2021 9:15,پيارا سنگت موڪليا آھن.. ڪريٽ آھي.. ڪمال جا آھن. ,
6/4/2021 9:14,لک قرب عروسہ سانئڻ.. اوھان جام ڀليون آھيو. شل سکيون ستابيون رھو. آمين ,
6/4/2021 9:13,پیارے حامد بھائی۔ آپ اس تصدیق شدہ پیج کے انباکس میں جا کر اپنا پیغام بھیجیں۔ اسے بتائیں۔ مجھے یقین ہے… ,
6/4/2021 9:09,ادا انھن ڦارن کي صبح سان ئي ٻرو ڏئي ڇڏيو ھئم. ,
6/4/2021 9:09,قرب .. ٻڌو اھو لنڪ  آڊيو ٻڌي وٺجو. پليز ,
6/4/2021 9:09,سائين اکين تي.. اچو ني...  ,
6/4/2021 9:08,لک لک قرب پمشو.. ڪشمشي... سدا سرھي رھين. آمين ساڳين ٽھڪن سان. آمين  ,
6/4/2021 9:08,ھاھاھاھاھا... پيارا سدا سرھا رھو. آمين. لو يو ,
6/4/2021 9:07,او ٻروچاڻي... مولا پڪ سدا سلامت رکي بابا اوھان کي. شل ڪو ڏکيو ڏينھن نہ ڏسو. لک لک ٿورا اوھان جا... سدا سرھيون رھو.  ,
6/4/2021 9:04,قرب... لڳينم پيو تہ اوھان صحيح ئي چئو پيا... بس ڇڙو جنانيون نہ ٿيون مڃين..  ,
6/4/2021 9:03,ھاھاھاھاھاھا... قرب پيارا.. اوھان سڀني ساڻ  ,
6/4/2021 9:03,سيريسلي؟؟؟؟ اوھ گاڊ... واھ.. باءِ دَ وي اتراڌڻ ٻروچاڻي.. ڪي ايف سي جي ڊيل يا ميڪ ڊولانڊ جي؟ پيپسي ي… ,
6/4/2021 9:01,پيارا سائين، اھو آھي ھڪ بندو گندو امر فياض نالي سان ھمراھ . منھنجو ڄائي ڄم کان يار آھي.  ,
6/4/2021 9:00,ھئو ھئو سائين... بيشــــــــــــــــــــــڪ.  ,
6/4/2021 9:00,حق سائين.. لک قرب. مان خادم.  اھا لنڪ کولي اھو آڊيو ٻڌي وٺجو.. وڻندوَ. ,
6/4/2021 8:39,اوڪي جيلو مان چپ.. خاموش... بس جنھن  تون راضي.  ,
6/4/2021 8:38,ھاھاھاھاھاھا... انصاف پسند ضرور آھيان پر رڪارڊ تي رھي تہ مان تحريڪ انصاف جو حامي ناھيان..  ,
6/4/2021 8:37,ھاھاھاھاھاھاھاھا..... سڌري وڃ ,
6/4/2021 8:36,لک قرب سائين...  ,
6/4/2021 8:36,او ليلا؟ الله جي واسطي اچي وچ  پئہ.. پليز.. ,
6/4/2021 8:33,ھاھاھاھاھاھاھا.... اڙي؟؟؟ جيلو...؟؟ ,
6/4/2021 8:28,جيلو.... تون منھنجي پياري ڌيءُ ناھين ڙي؟؟ ,
6/4/2021 8:27,نجومـــــــــــــــــــــي؟ اٿئي ڪا فضيلت؟؟؟ جيلو.. ھي اٿئي ھو ڪارڙو تتر ,
6/4/2021 8:24,نہ ٽوڙ دل.. سمجهيئي؟ تون تہ منھنجي سھڻي نياڻي آھين ني... او جيلو بيلو... مٺي؟ ,
6/4/2021 8:23,اڙي.. جيلو؟؟؟ ڇا ھي ڙي؟ ,
6/4/2021 8:22,سائين چون تہ اھو ئي ٿا. باقي مون کي الائي ڇو ائين لڳندو آھي تہ ان اصل  زھر جي صورت  آب حي… ,
6/4/2021 8:21,سائين اھو آھي ڏڌ. اصل  آسري دلاسي ڀرجهلي جي معنا  استعمال ٿيندو ,
6/4/2021 8:19,اھو تمام وڏو جملو اھي. خبر اٿوَ دنيا جي مھا ڏاھپ اھا ئي اٿوَ. ”تہ مان اھو ڄاڻان تہ مان ڪجهہ نہ ڄ… ,
6/4/2021 8:18,سئو سيڪڙو ساڳي ٻج مان نڪتل لفظ.. پيار کان پوءِ سنجوڳ جو سماجي رستو لائون لھڻ. معنا شادي وھانءُ ڪرڻ. ,
6/4/2021 8:09,هلو سائين ڀلا پاڻ جو نيرانو.. ,
6/4/2021 8:01,جي جي بلڪل سائين... ڊاڪٽر الطاف جوکيو صاحب محبوب ماڻهو آھي.. شل سدائين سکيو رھي. آمين ,
6/4/2021 7:57,پيارا سائين پاڻ وٽان نوان ئي ٻول ٻڌندئو...  ,
6/4/2021 7:51,معاف کرنا، خدا کی صفت ہے. ,
6/4/2021 7:49,سائين .. ساھ ٻوساٽيو پيو آھي. ,
6/4/2021 7:48,️اڄ جو لفظ️ ,
6/4/2021 7:38,ضیائی مجلسِ شوریٰ سے لیکر طاہر اشرفی شراب سے ٹُن ہوکر آیۃ کریمہ کا ورد کرے، مفتی قوی نامحرم لڑکیوں سے پوش بازی کرے،… ,
6/4/2021 7:10,پيارا ڳولا ڪريو... فلحال منھنجي ديماڪ  نہ ٿي آئڙي.. پر اھا پڪ آھي تہ ھوندي ضرور. ڇوتہ ڪائنا… ,
6/4/2021 7:08,سائين اھا مختلف نالن سان مشھور آھي، کسکس، خشخاش... پستي، پستيءَ جي ڪڻ وغيرہ.. ڳالهہ ساڳي آھي. ,
6/4/2021 7:07,اھا ھڪ ٻاراڻي راند ٻول آھن. جيڪي ڪجهہ ھن ريت ,
6/3/2021 18:56,پيارا سعيد سائين پاڻ ٻئي آهيون..  ,
6/3/2021 17:18,افسوس ڪجي ڌن ڪمپوز ڪرڻ واري تي. روئجي شاعريءَ تي، کلجي ڳائڻ ڳائڻ واري جي ادائگيءَ تي. ,
6/3/2021 17:15,سائين ھڪ ڳالهہ ڌيان ڏئي سمجهي ڇڏيو. فرد رياست جي ذميداري ٿيندا آھن. خانداني حساب سان بس شناخت ھ… ,
6/3/2021 17:05,سائين ... ھي ٺيٺ منھنجو خيال آھي. سئو سيڪڙو اختلاف ڪو بہ ڪري سگهي ٿو. منھنجي خيال  بلڪ… ,
6/3/2021 16:01,اوهان جنھن کي ڏهي ٿيون سڏيو اصل  اها ڦٽل کير جي ئي شڪل ٿيندي آهي کير ڦٽي تہ ڀاڳيا نا… ,
6/3/2021 15:47,سائين.. ڪمال مووي آ.. پراڻي ڏٺل آ.. پر واھ.. سلام آ.. ,
6/3/2021 14:24,یعنی ٹویٹر نے تصدیق کرے کہ ہاں تم وہ ہی ہو جو بتاتے ,
6/3/2021 14:02,منھنجا سائين.. هيرو يا زيرو.. ڪير ٿو اهي حساب کٿاب ڪري.. اهي ئي آهيون.. سنگت جا سڄڻ..  ,
6/3/2021 13:52,اڙي پيارا آزاد.. شل سدا سرهو رهين. استادي وستادي ڪائي ناهي.. ️ ,
6/3/2021 13:48,سائين منھنجا وڏا وڙ... ️ ,
6/3/2021 13:30,مان ٺيڪ ان جاءِ تي جتي صبر جواب ڏيندو آ ٺيڪ اتي هڪ ورد ڪندو آهيان جيئن 3 ايڊيٽس  آل از وئل هيو.. صفا سڪون اچي ويندو آ.. ️ ,
6/3/2021 13:14,شانتي شانتي.. ,
6/3/2021 12:57,اڙي سائين مان صدقو.. او ائين بلڪل ائين ,
6/3/2021 11:49,لڳي ٿو تہ مون سان مڪافات عمل پيو ھلي.. سو ھلو سائين.. ان الله مع الصابرين... ,
6/3/2021 11:47,”آفاقی آواز“ ,
6/3/2021 11:22,پيارا سائين، مان بلڪل ان ڏک جي پيڙا کي محسوس ڪري رھيو آھيان... اھا منھنجي لفاظي ناھي، پر واقعي بہ... شل ڪي سدورا ڏينھن ورن ,
6/3/2021 11:11,اڇا سائين.. صحيح ,
6/3/2021 11:02,لک لک قرب سائين... سدا سرھا ھجو. آمين ,
6/3/2021 10:59,ھاھاھاھاھا... ,
6/3/2021 10:58,او ائين ائين ثنا.... بلڪل  ,
6/3/2021 10:55,ڦٽل کير ڇا ٿيندو آھي؟ ساڳي ڳالهہ آھي ماتا. ,
6/3/2021 10:54,اوھ سائين... تڪليف رسيم  ,
6/3/2021 10:43,بھیا کہاں چاہئیے۔۔۔ حکم  ,
6/3/2021 10:43,اوھ خدايا...  ,
6/3/2021 10:42,مان ڪري ڇڏيا ڍوَ.... ڇا جا طعنا ماتا.... وڏا وڙ... لک قرب ڪُٽي موڪلڻ جا... واھ جي ٺھيل آھي..  ,
6/3/2021 10:37,بي انتھا خراب ڳالهہ ٿي آھي سائين. ٻن سُڪن جي ڪري پورو سائو وڻ ساڙيو ويو آھي. ,
6/3/2021 10:36,ھي ھڪ انتھائي غلط  ڪريل فيصلو ٿيو آھي. جنھن فيصلي تي جهمريون ھڻندڙ اصل  اھي آھن جن جو عقل الائي ڪھڙين ڌرين وٽ گروي ٿيل آھي. ,
6/3/2021 10:35,سانئڻ امر سنڌوءَ جي فيس بُڪي وال تان کنيل. ,
6/3/2021 10:30,درگاھي تصوف ھن دور  ”پرايون چوسيل ڳنڍيرين جيان“ آھي جنھن کي مت موڙھيل وري چوسڻ  لڳا پيا آھن. ,
6/3/2021 10:29,ڪيترن جون محنتون، اوجاڳا، خواب  تعبيرون، ڪتابن جا خرچ، لائبريرين  گزاريل ٽائيم، سخت محنت کان پوءِ مليل ڪاميابي جي… ,
6/3/2021 10:21,مان ساک سان پيو چوان تہ ڀنڀري صاحب کي جنت ٻنت جي ڪا لوڀ نہ ھوندي. ,
6/3/2021 10:15,اوڪي موڪليو....  ,
6/3/2021 10:13,او پمشو... او ڪشمشي... رب ڪري شل ماني کائيندي پھريون گراھ ڪري پوئي.. ,
6/3/2021 10:05,پورو ويدانتي تصوف ان ئي ھڪ ٽِڪ تي بيٺل آھي. ,
6/3/2021 9:48,جيئن مور پيو ڳاڙي لڙڪ، ڏسي هو پيرن کي ,
