Created-Date,Tweet,Sentiment
7/4/2021 12:30,اوھان کي سنڌ  پروفيشنل ماڻھو سنڌ  صفا چيچن تي ڳڻڻ جيترا ملندا تن  ھي اٿوَ منھنجو يار غار ممتاز ,
7/4/2021 12:16,جھڙو نالو تھڙو سڀاءٌ اٿس ھن مرڪ جو. ڀانيان ٿو 2010 کان سڃاڻانس، ھڪ سيبتي ٽرينر آھي. ڊولپمينٽ سيڪٽر سنڌ  سٺو نالو ڪ… ,
7/4/2021 11:16,اوھان من  اڃا سنڌ سلامت ئي سوچيو تہ سليمان وساڻ دو جسم ايڪ جان وانگي تري ايندو. کيس کارائيندي مزو محسوس ٿئي، سنڌي… ,
7/4/2021 9:10,فرزين علي ڊولپمينٽ سيڪٽر  ڏاھي، حساس  لڄاڙو طبيعت واري آھي. فرزين سنڌ  سنڌين سان ٿيندڙ جٺين تي رت جا ڍُڪ پيئندڙ… ,
7/4/2021 8:17,ھي نوجوان علم تدريس سان لاڳاپيل ھجن، ھن قحط الرجالي دور  ھنن کي جيلن  بند ڪري ڇو نڀاڳ کي ڦھلايو ,
7/4/2021 8:04,سياڻن جي شھر  اسان چريا ماڻهو پنھنجون پيشانيون لڪائڻ  پورا ,
7/4/2021 8:02,اڄ ھن يگاني علڻ فقير جي 21ھين ورسي آھي. ھن سنڌ جي صوفي  فقراھي گائڪيءَ کي دنيا جھان  ڳايو، داد ورتائين  سنڌ جو ن… ,
7/4/2021 7:54,بلڪل اوھان درست چيو سائين... ڳُڻ ڳڻي ٿڪجي پوان اڃا يار اڳي جيان آزاد بہ ھڪ آھي. ,
7/4/2021 7:51,ھن ھڻ ھڻان جي دور  جڏھن ٻين کي ڌڪو ڏئي پاڻ سامھون آندو وڃي اتي قدير ڪانڌڙو خوابن جي ساڀيان ڏئي تخليقي ميدان  پنھن… ,
7/4/2021 7:41,ھاڻي اھو حق اوھان کي قطعي ناھي تہ اوھان پنھنجي لاءِ طئي ڪريو تہ اوھان پاڻ ڇا آھيو  ا… ,
7/4/2021 7:40,جھڙو سھڻو سيبتو، تھڙو وري ڪمن  ٻولي، گفتو  خيال انتھا جا ڪارائتا رکندڙ عبيد ٿھيم، سچ  منھنجو سڄو ھٿ آھي.… ,
7/4/2021 7:34,پيارو رمضان ٻرڙو، تازو اينگرو فوڊز جي ھڪ اھم پوسٽ کي  ڇڏي، سماجي خدمتگذاريءَ  انوکا خيال کڻي پيو ٿو ھي يگانو جهنگ… ,
7/4/2021 7:26,او ائين... جبردست.. کوڙ سارو پيار اوھان لاءِ. آباد ھجو. ,
7/4/2021 7:20,ڊاڪٽر ورشا سنڌو، جام ڏاھي، سيبتي  فطرت ماتا جي وڏي سيوڪ پنھنجي دل  سنڌ جي لوڪ ڏاھپ جا پاٺ کنيو پئي گهمندي آھي. ھن… ,
7/4/2021 7:09,پنھنجي عمر کان وڌ ڏاھي، ترڪش مھانڊن سان ھيءَ ٺيٺ دراوڙي ڇوڪري ڊاڪٽر سورٺ سنڌو، جنھن جي ڊي اين اي  ئي شايد سنڌ جو ن… ,
7/4/2021 7:00,ابا او منھنجا ٻيلي نالي الک جي، اھي ويڇا، شڪايتون ڇڏيو ابل... حيا… ,
7/4/2021 6:18,مان نالو رکانس جيڪڏھن آزاد اوطاقي تہ ڪو وڌاءُ نہ ٿيندو. ماٿيلي جو اسد جنھن جو دليل ڏيڻ مھل آُواز ڳنڀير ٿي وڃي، سھڻي… ,
7/4/2021 6:12,ھي آھي ڪامران جمالي جيڪو بکر جماليءَ مان اُسري اڄ سنڌ  ڪميوٽيشنل پروگرامنگ  ھڪ خاموش ايرڪ شمڊٿ آھي. ,
7/4/2021 6:02,رب سائين اھو ڪنھن ڪنھن جاءِ تي ڪري جو وجاھت، ذھانت  گفتو اھڙو جو من موھي ڇڏين  اھي ٽئي پياري عباس ڪوريجي  رب مڻي… ,
7/3/2021 9:39,سائين ارشد کوسو، دنيا داريءَ آڌار بئنڪاري دنيا  آھي، پر دل جو امير، محبتون  عزتون ڏيڻ  صفا حاتم طائي. ,
7/3/2021 6:51,محبتن سان مڻ دل  سانڍيندڙ پيارو اسرار اسلام آباد  سنڌوادي سوچ جو سفير آھي. ساڻس ھڪ ئي ملاقات ٻڌائي… ,
7/3/2021 6:31, پيارا سائين، سدائين اھو جذبو دائم  قائم ھجي. سکيا ھجو. ,
7/3/2021 6:25,منھنجا بابا، ايڏو ججمينٽل ناھي ٿبو. اوھان وٽ ايڏو لدني علم اچي ويو آھي ڇا جو دلين جا ڀيد ب… ,
7/3/2021 6:23,مان حُسن جي جَهجَهاڻ  ائين اُتاولو رھندو آھيان جيئن ھڪ  سگهاريءَ ماءُ جي بُبن کي ڌائيندي سندس ٻارڙو چوس کان وڌيڪ ٿ… ,
7/3/2021 6:18,فيس بُڪي دنيا کان ئي عامر منھنجي لاءِ راز رھيو. عجيب نوجوان، ائين لڳندو ڄڻ پوري دنيا ھن جي اکين اڳيان لڳل سيربين … ,
7/3/2021 6:11,بابا بابا... اوھان لھڻو ٿيون.  ,
7/3/2021 6:09,سنڌ جي ڏاھي ڇوڪري پنھنجي اندر  مادام ڪيوريءَ جيان خفتي، مشاھدن جي اڃاري، سنڌ جي ادب، تاريخ  آئيندي لاءِ سدا… ,
7/3/2021 6:04,بلڪل ائين ئي آھي سائين. ,
7/3/2021 5:59,سھڻا اوھان لھڻو ٿا. ,
7/3/2021 5:58,پيارو خالد ڪوري، جڏھن ٽويٽر تي سنڌ لفظ ڄڻ اڃا ترجمو پيو ٿئي تڏھن ھي مڻش ھتي ھاسٽل تي پھريون پھچندڙ جيان سڀني کي سڏي… ,
7/3/2021 5:50,پنھنجي يارن لاءِ ابن بطوطہ جيان جهنگ جهر پھچي سندن سار لھندڙ ڇا تہ ڪمال جو انسان ھي ڀائو رياض اڄڻ آھي. سماج تي عقاب… ,
7/3/2021 5:46,پيارو سڪندر بہ عجيب قسم جو ديومالائي انسان آھي. ھڪ ئي وقت پنھنجي دل دماغ  سنڌ جي آرڪيولاجي، ثقافت، تاريخ وغيرہ جي… ,
7/3/2021 5:41,بظاہر پینسل جیسا پتلا، آنکھوں میں عرفان خان جیسا لیکن اپنی طبیعت میں قلندر چھپائے ایمانوئیل گڈو پورا سندھ گھوم ک… ,
7/3/2021 5:31,ڊاڪٽر آفتاب لاشاري، سيبتو دماغ  حساس دل رکندڙ خيرپور  ٻارن جو ڊاڪٽر آھي. ,
7/3/2021 5:26,سائين سريش ڪمار واڌواڻي، ھن جنم  شڪارپوري مھا ڏيالو شري اوڌوداس تاراچند جيان لڳندو آھي جنھن اسپتال ٺھرائي پنھنجو ن… ,
7/2/2021 20:12,غلام قوم جي اندر ھر فرد آقاگيريءَ جي مرض  مبتلا ھوندو آھي. ,
7/2/2021 19:57,اسم ”موسم“ سنڌي ٻوليءَ جو لفظ ئي ناھي. جتي جو آھي اھي ان کي ”نر“ ڪري سڏين. ,
7/2/2021 18:17,بس ادي ڇا ڪجي.. ڇا ,
7/2/2021 17:58,ياد رکو. ھر ماڻهو منفرد خوبين  منفرد خامين جو مجموعو ٿيندو آھي. ,
7/2/2021 17:55,ڀلي نہ ٺھن. پو ڇا ھي؟ ,
7/2/2021 17:52,اڙي سانئڻ... سچ  مون کي گهرج ناھي. پاڻ لاءِ غالب جو ھي بيت ڪافي آھي ,
7/2/2021 17:50,پيارو ظھور جوڻيجو. ھاڻي ھو مون سان نہ ٿو ٺھي ان ڪري ھو منھنجو بوس ٿي ويو آھي. بي انتھا ڀلو پروفيشنل، سيبتي ذھانت رک… ,
7/2/2021 17:36,قرب فرزين سانئڻ  ,
7/2/2021 17:33,ڊاڪٽر مظھر ڏوٽيو. ٿورڙي وقت سنڌي ٻوليءَ جي ڊجيٽائيزيشن  سھڻو تعارف رکندڙ، اين ايل پي تي غضب جو ڪم ڪيو اٿائين. ,
7/2/2021 17:21,جيئن سقراط چيو تہ زندگي تنقيد کان سواءِ اجائي آ، ائين مان وري ھن يار کي ڏسي چيم، ھي سقراط جيان منطقي لڳو. چارڻ، ٿڌي… ,
7/2/2021 17:17,ابا، طب  ائين ئي ٿيندو آھي. اڪسير دوائون ڪَڙيون ئي ٿينديون آھن. ,
7/2/2021 17:16,جن کي مان نہ ٿو وڻان، تن  ڪيڏا تہ املهہ ماڻڪ موجود ,
7/2/2021 17:11,ڊاڪٽر ظفر خواجا منھنجي يارن  اھو اڙيل يار آھي جنھن جي لغت تي سئو اعتراض ھجن پر ان جي نيت جو قبلو بس ”سنڌ“ ئي آھي.… ,
7/2/2021 13:51,ٻيون فتحون بعد  پھريون دليون فتح ٿينديون آھن.. ياد رکي ڇڏيو اھي ڇڙي محبت سان ئي کٽي سگهبيون آھن. ,
7/2/2021 13:19,ابا انهن جي ڪمزوري نہ ھوندي.. بُک ھوندي. ڪمزوري ٿئي تہ ڪمال ٿيندي آھي. ڇوتہ جيڪا شيءِ ڪمزوري… ,
7/2/2021 13:14,ھتي کڻي ماڪوڙو ھجي يا ڊائنوسار، پر سچ اھو آھي سنڌي ٻوليءَ کي ڊجيٽائيز ڪرڻ وارن ديماڪن  ھٿن  سجاد جو ذڪر نہ ڪبو تہ… ,
7/2/2021 13:10,مان اوھان کي اڃا توريو ئي ناھي نتاشا... مان انهن تي پيو لکان جن کي ويجهي کان پسيو اٿم. سو… ,
7/2/2021 13:08,ڊاڪٽر علي رند بہ عجيب انسان آھي. مون کي اڪثر ھيري پوٽر فلم  ”ڊمبلڊور“ واري ڪردار جيان لڳندو آھي. ,
7/2/2021 13:02,چپ ڪري ويھي رھ..  ,
7/2/2021 13:00,اڪير رھيل آھي ھن يار يعني سائين سعيد سانگريءَ سان ڪچھريءَ جي. ھي بہ سنڌ جي عاشقن واري ميوزيئم  سانڍڻ جھڙو ماڻھو آھ… ,
7/2/2021 12:57,عجيب قلندر دماغ ماڻهو آصف قاضي، صحافت جي دنيا جو مون کي بھلول لڳندو آھي. ,
7/2/2021 12:54,ڀلي نظرياتي طور تي پيپلو ھجي پر سندس سڀاءٌ، سرت  ساڃاھ دوستن لاءِ وڏي اڀل آھي. ,
7/2/2021 12:51,سڪندر علي زرداري, ائين سمجهو جيئن منھنجو روحاني ڀاءُ ٿئي. 
7/2/2021 12:48,وري ھن سائينءَ سان ملو. پاڻ سرڪاري افسر ضرور آھن پر دل جا امير، انتھائي محبتي، دل  صفا ٺيٺ دراوڙي پر اتفاق سان ٻرو… ,
7/2/2021 12:41,اڇا ڪي وري بنھہ ابتي کوپريءَ وارا ماڻهو جيئن اسان جو انجنيئر سنجي ,
7/2/2021 12:34,پشم جھڙو نفيس انسان سائين سمير مينڌرو بس ڪمال آھي. ,
7/2/2021 12:30,ڪن کي ڏسي ويساھ اڃا پڪپ ٿي ويندو آھي تہ اسان وٽ پروفيشنل پنھنجي پوري آب تاب سان ڪم ڪري رھيا آھن. جن  ھي پيارو سائي… ,
7/2/2021 12:27,سائين بلڪل.... سنجي ابا سنجي آ.. سر جو سائين آ ,
7/2/2021 12:26,واھ جو... گُوار جي ڀاڄي.. مٿان وري گهر جي تئي تي پڪل ماني.. معنا سبحان الله.. ,
7/2/2021 12:26,بلڪل سائين ,
7/2/2021 12:20,معنا رات جا ساڍا ٻارنھن ,
7/2/2021 10:15,سڄي سنڌ  پٺاڻن جا ڪٽڪ لٿل آھن جيڪي سردين  ھتي اچي ننڍن وڏن وڻن جي بيدردي سان واڍي ڪندا آه… ,
7/2/2021 10:06,پيارا سائين، اھو معياري نہ پر ”مياري“ ٿيندو ني؟؟؟  ,
7/2/2021 10:02,سائين اھو لقاءُ ڪراچيءَ ، پياري سائين جاويد مھر صاحب جي آفيس  ئي پيش ٿيو.  ,
7/1/2021 18:23,اڄ ھنن ٻنهي محبوبن سان واھ جي ويھڪ ٿي. ,
7/1/2021 18:18,اڄ ٽويٽر تي ڀلا چارڻن جو مينھن وسيو آھي.. خير تہ آھي ني؟ ,
6/29/2021 20:28,”ھڏ ڏوکين“  ”ھڏَي ڏُکين“  وڏو فرق اٿوَ ,
6/29/2021 19:25,جنھن ڌرم  سيڪس بذات خود گيان جو هڪ رستو يا ڊسيپلين هجي جتي ڪاما سترا يا ڪوڪ شاستر ڌرمي حيثيت رکن.. … ,
6/29/2021 19:22,سائين هيءَ بدست آرٽ آهي. پاڻ وٽ   پوسٽ آفيس، تعلقي ضلعي وغيره جي معرفت رستي ٿيندي آهي. اوهان باليءَ و… ,
6/29/2021 18:38,سئو سيڪڙو سچ..  ,
6/29/2021 18:35,ڄاڻان ٿو مان سانئڻ ,
6/29/2021 5:38,شھيد بيبي اڄ کان ڪيئي سال اڳ جڏھن اڃا سوشل ميڊيا بہ نہ ھئي ان وقت جيڪا ڳالهہ ڪئي ھئي، سان بہ سنڌيءَ ، اھا اڄ شدت س… ,
6/29/2021 4:57,پوري دنيا  سي وي ويِوَ ختم ٿي. سو ابا، پنھنجي مھارتن کي سنڀاليو. ,
6/28/2021 12:50,هِي جَي ڪَنَ ڪَپارَ ، سُوڌو سَي نہ سُڻِينِ؛ ,
6/28/2021 12:39,سئو سيڪڙو سچ... ,
6/28/2021 12:33,اڳ يو پي، سي پيءَ وارن لاءِ مشھور هئو تہ ڪابہ ڳالهہ ٿئي تہ پاڻ بچائڻ لاءِ غالب، مير يا ڪنھن وڏي شاعر جو شعر ٺوڪي ڇڏ… ,
6/28/2021 12:16,محسن ماري انهن مٿان وري ماتم ڪندڙ، نوحا خواني ڪندڙ ترماري آھيون اسان پيارا سائين. ,
6/28/2021 12:15,سنڌ جي ٻنين  فصلن جا ڀلا نبض شناس اٿوَ، ڪولهي، آرائين، باگڙي  ڀيل... جيڪي مٽيءَ لپ کڻي سمجهي وڃن ٿا تہ ھتي ڇا پوک… ,
6/28/2021 12:12,سماجي جمود جي انتھا اھا آھي جڏھن ماڻھو ٻين جي پڳ لاھڻ  پڙهيا ڳڙهيا لڳ ڀڳ پي ايڇ ڊي ٿيل، پر عزت ڏيڻ  صفا اڻ پڙھيل… ,
6/27/2021 20:07,ياد آيم. شايد ساڳيا لفظ حضرت عيسا ع مئل لازر کي جيئرو ڪري چيا ھئا. پر ڪمال آ ھنن لفظن  ,
6/27/2021 20:05,ماشاءَالله ننڍڙي ادڙي. مولا سدائين سکيو  جام سارين آسانين  رکيوَ. آمين ,
6/27/2021 19:47,جنگ جي بَنَ ، ,
6/27/2021 18:27,ھي ڏسو چنڊ جي اصل شڪل. ,
6/27/2021 16:33,ڪڏهن ڪڏهن ائين بہ ٿيندو آ...  ,
6/27/2021 15:21,پيارا سائين، ائڊمن سائيڊ  داخل ڪبو. اوھان ھتي ٻڌايو. قرب ,
6/27/2021 14:59,پنھنجي ئي سنڌ  ھن قسم جا اتم ڪم بہ ھلي رھيا آھن. ,
6/27/2021 14:33,گوگل  سنڌ جي سياحت لاءِ جدا پورٽل ٺھي ويو آھي. ان  مون کي ڪجهہ ڊيٽا گهرجي ٿي. ,
6/27/2021 14:00,ڀيانڪ آنڌين جي آوھ  هن ٽاريءَ جي وڻ کي ڏسو. ,
6/27/2021 11:18,ھتي فعل طور استعمال ٿيل ٻول ٿيندا ”ڄاڻو، ٿا، ڪري، سگهجي، ٿو  ھجي.“ ,
6/27/2021 11:04,قطعي نہ. ھتي اسان ڪاش کي جملي  ڪتن ناھي ڪيو پر ڪاش جي ڪري ئي جملو آھي. ھاڻي اھو فعل نہ ٿيندو. ,
6/27/2021 10:52,لفظ ”وسڻ“ اسم آھي. ڇوتہ اھو ھاڻي ھڪ ڪم يا لقاءَ جو نالو آھي.  نالو ھميشہ اسم ٿيندو آھي. ,
6/27/2021 10:45,پيارا وسڪارو ٻول پاڻ اسم آھي. ,
6/27/2021 10:44,مان سمجهان ٿو تہ اسان جي سنڌي ٻوليءَ جي ھيءَ مروج الفابيٽ يا گرامر ڪي آسماني صحيفا ناھن جن جي اوڻاين، ڪچاين  جهولن… ,
6/27/2021 10:20,ثقافت جيڪڏھن پيداواري نہ ٿئي تہ اھو سون ٿيندي جيڪو ڪن  نڪ ڇني. پوءِ ان جي چوڪيداري ڪندئو. ,
6/27/2021 10:12,ڇا اوهان ڄاڻو ٿا تہ ڪوبہ لفظ اسم ڪري سگهجي ٿو ڀلي اهو صفت، ضمير، فعل، ظرف يا ڪھڙو بہ حرف ,
6/27/2021 8:52,دنيا اندر خواري جي اڃا ڪا باقي ڪمي پيشي ھئي جو جمعي ڏينھن اھو فيصلو اچڻ تي،پاڪستان اندر ٽوئيٽر تي ٽاپ ٽرينڊ اھو ھليو تہ طا… ,
6/27/2021 8:30,سائين اهو بہ وڏو ڪرم  ,
6/27/2021 8:30,جي سائين بلڪل ,
6/27/2021 6:43,مير اسان جو دوست آھي. ھي جڏھن ڳالهائيندو آھي تڏھن ائين لڳندو آھي ڄڻ فطرت جي ڪُک مان سچ ڪڍي اسان جي منھن تي ڦھڪائيند… ,
6/27/2021 6:31,کمال ,
6/27/2021 6:30,آزاد تخلیق کا عمل۔ ,
6/27/2021 6:29,جس کے ہاتھ میں باٹ اور بانٹ شانٹ ہیں ان کے ہاتھوں کو ,
6/27/2021 6:26,منھنجي خيال  مروج گرامر  ظرف جو سنئون سڌو تعلق اسم سان نہ آھي پر فعل سان. ,
6/27/2021 5:48,اوھان جي ڳالهہ پويان پس منظر جي ڪا گهڻي خبر ڪينهي، ھا باقي جيستائين اڄڪلهہ ھلي پيو اخبار سڙڻ وارو مامر… ,
6/26/2021 15:00,پيارا سائين، فڪر ناٽ... ڪجهہ ڪونہ ٿيندو. ,
6/26/2021 14:54,جوڙيءَ جو خير.. ,
6/26/2021 14:20,”اسان مان وڏو سيڪڙو دوست گونھن کي پيشاب سان ڌوئڻ کي پاڪائي سمجهندا آھن.“ ,
6/26/2021 14:06,اوھان جي خيال جو مون وٽ قدر آھي امڙ پر اسان کي سامھون واري جي افعالن کي ڏسي پاڻ نہ مٽڻ گهرجي. ڳالهہ جي… ,
6/26/2021 13:49,ڪاوش گروپ سان ھڪ ھزار ھڪ اختلاف ھجن خير آ ڪا ڳالهہ ناھي. باقي ھن عمل جي جنھن  ڪا اخبار ساڙي وڃي اسان سخت نموني سان… ,
6/26/2021 6:45,ڀلو پر نماڻيل احساس.. دل جي ميت؟ ,
6/26/2021 6:33,ڪارپوريٽ سيڪٽر جا ٽھڪ ڪوڙا  ڳوڙها گلسرين سان نڪتل ٿين. هيءَ اها ئي ڪي ٽي اين آهي نہ جنھن جو بڻياد  سنڌين ڪارڊ وٺي… ,
6/25/2021 11:30,ھميشہ پاپ ڄڻيندي ,
6/25/2021 9:08,جي ادا. کوليو آھي. ,
6/25/2021 4:28,پيارا سائين، ڪا خرابي ناھي. مان چيو؟ ھا پر ھڪ ھاريءَ کي جيڪ، پلاس، پانا، نٽ بولٽ کڻايا ويا آھن تہ… ,
6/24/2021 12:26,اسان ماڻهن جي ڪري لفظ ,
6/24/2021 12:03,اڙي واھ... ڪمال است  ,
6/24/2021 12:02,جدلياتي ڏاھو صفا مڇريو پيو ھئو ”ڀٽائيءَ جي اسان کي ڪھڙي ڊليوري آھي؟ ,
6/24/2021 11:55,جي سائين... ,
6/24/2021 11:53,ماھم مان ڪوشش ڪئي آھي.. لڳو پيو آھيان. ,
6/24/2021 11:51, هيءَ وري سرڪار شاھ عبداللطيف ڀٽائيءَ جي جُتي. ,
6/24/2021 11:48,هيءَ شاھ عبداللطيف ڀٽائيءَ جي ٽوپي آهي جيڪا ڳوٺ غلام علي نظاماڻيءَ لڳ شھدادپور  محفوظ آهي. ,
6/24/2021 11:36,آڳڙ.. واھ جو ٻول استعمال ڪيو آھي شيخ صاحب. ,
6/24/2021 9:22,او سائين بلڪل ائين... اھو ساڳيو ٻول وري اڳتي بہ ,
6/24/2021 8:19,ھي ڏسو.. انگريزي  اردوءَ سميت ,
6/24/2021 7:57,ادا اھا ذاتي رنجش واري تنقيد ئي نہ سڏائيندي.. سڌي ڳالهہ. ,
6/24/2021 7:56,پاڻ چپ ڪيون ويٺا مزو ڏسنداسي سائين... پاڻ ڪونہ ڪريون ڪنھن جي دل  ,
6/24/2021 7:55,ھا پر ٿيم ڇا ھجي؟ اڪانامي تي ئي سھي پر ڇا تي؟ بک تي؟ ڍوَ تي؟ بدحاليءَ تي؟؟ ,
6/24/2021 6:54,سقراط چوندو ھئو تہ ”جيڪا زندگي تنقيد کان آجي آھي اھا ڪنھن بہ ڪم جي ناھي.“ ,
6/24/2021 6:28,واھ. سانت جي ٻولي. ڪمال. جيڪو سمجهي. صبح جو سلام بابا ,
6/24/2021 5:53,ٻوليءَ جي آوازن سان ڇيڙ ڇاڙ ڪرڻ. اجايا اکر وجهڻ، ھڪ آواز جي علامت سري کان ئي ڪڍڻ. ,
6/24/2021 5:51,ان معاملي  واقعي بہ مرد صفا چٽ آھي. ,
6/23/2021 14:49,اندازو ٿيو اوهان کي هاڻي؟  ,
6/23/2021 13:02,ڇو ڪونهي ابا؟ ڀٽائيءَ عبرانيءَ  شاعري ڪئي آ؟ يا اها ڪنھن ٻي سياري تي رهندڙن لاءِ ڪئي هئائين؟ ,
6/23/2021 12:57,ان کي بہ کپي تہ هاڻي ٿرڊ ڪلاس جي ڪمپليڪسن مان جان آجي ڪري سڌي ٿي منھن مقابل ٿئي. سڌو ڳالهائي. ,
6/23/2021 12:50,موجودہ سنڌ درحقيقت غلام ٿي ئي ان ڏينھن کان آ جڏهن هتان اسان جا هندو ڀائر لڏي هليا ويا. ,اس ہے؟  
6/23/2021 11:56,پيارا ڪم ڪارين  ڦاٿل رھندو آھيان. انڪري ھاڻي گهٽ پيو اچان. سدا سرھا رھندئو. مون کي اوھان جي آُاز واقعي… ,
6/23/2021 11:52,جيڪو پاڻ کان ڪمزور کي انصاف نہ ٿو ڏئي سگهي ان کي حق ڪھڙو آھي تہ پاڻ ڏاڍي کان انصاف گهري؟ ,
6/23/2021 11:51,بابا وعليڪم السلام. ,
6/23/2021 11:50,سھڻي ور جي ڪڇ ڇڏي اڌ رات جو پنھنجي يار سان درياءُ ٽپي ويندي ھئي. ,
6/23/2021 11:48,پاڻ ھيڻي تي ڏاڍ، جبر، ظلم.. ھندو نياڻين کي زوري کڻي مسلمان ڪرڻ، وري اڪثريت تاويلون پئي ڏيندي، مسئلن تي ھڪٻئي کي بجا… ,
6/23/2021 11:46,پاڻ جيڪي اٿندي ويھندي چئون ٿا ”اسان سنڌي“ تڏھن ٿورڙو ئي سھي پر ڪڏھن سوچيو اٿوَ تہ ڪھڙا سنڌي؟ ڪير سنڌي؟ ,
6/23/2021 11:42,اچو تہ ٿورو ,
6/23/2021 11:02,ایسی ہی بات رسول حمزہ توف نے بھی میرا داغستان میں شاید کہی تھی۔ ,
6/23/2021 11:00,ڪڏھن سوچيو اٿوَ تہ پاڻ سنڌين جي مجموعي نفسيات وارن انگن اکرن  صرف ٻہ ئي انگ ٿيندا آھن. ,
6/23/2021 10:21,جيلو جام ڀلي آھي.  بس ڀلي آھي. ان کي ايڏو بہ مٿي تي نہ چاڙھيو ,
6/23/2021 10:08,ھللللللللل وڏي ڳالهہ آ.. قسم باشاھ پير جو.. وڏي ڳالهہ آ... ھلللللل ,
6/23/2021 9:47,بلڪل سائين بلڪل. ائين ئي آھي. ,
6/23/2021 9:40,آپ کے غوری ابدالی میزائل کہیں کام نہ آئیں گے ہا پر یہ نوجوان۔ ,
6/23/2021 9:39,یاد ہے کسی کو یہ منحوس شخص۔ جس نے پاکستان کو پتہ نہیں کتنے برس پیچھے دھکیل ذرا ماتحت جج صاحب کو دیکھنے کا اندا… ,
6/23/2021 9:34,مجھے اپنی تباہی کا یقیں ہونے لگا ہے ,
6/23/2021 9:30,منھنجا سائين، منھنجي ھن مھل تائين کوج آڌار، سنڌي سنسڪرت مان نڪتل نہ آھي. اڃا مون کي سنسڪرت جي ماتا… ,
6/23/2021 9:22,ڳوٺن  ”نعمت“ مائيءَ جي نالي کي جڏھن ”نيامت“ ڪري سڏيو وڃي ٿو، تڏھن ئي سمجهڻ گهرجي تہ سنڌي ماڻھن ”ڌارين آوازن“ کي پن… ,
6/23/2021 9:21,منجهان منھنجي روح، جي وڃي ساڄن وسري ,
6/23/2021 9:19,ھاھاھاھاھاھا۔۔۔۔۔ ,
6/23/2021 9:13,سھڻي ڀيڻ.. ڀٽائي چيو آ تہ سيوا ڪر سمونڊ جي جتي جر وھي ٿو جال... ,
6/23/2021 9:09,او منھنجي ڀيڻ.. پليز... بانو... او ادڙي.. سھڻي... اڙي مجاڪ ڪيم ني... او ڇوري... او سھڻي ڇوڪري... وڃ ھاڻي… ,
6/23/2021 9:08,پيارا سائين... ھاڻي ھتي سنڌي ٻوليءَ جو ”سپڙ“  انگريزيءَ جو دل  واري سوچجو تہ.... ڇا اھو اتفاق چئج… ,
6/23/2021 9:06,ٻيو تہ اوھان اسان لاءِ مان ڀريون آھيو. ھتي اوھان دانھن رکي. جنھن لاءِ سڀ اوھان سان گڏ آھن. پر ھڪ ,
6/22/2021 14:10,ان صاحب کو ایک عدد صحیح نمبر کی عینک خرید دی جائے ,
6/22/2021 14:02,نختي سڱري ,
6/22/2021 3:44,سائين خدا نہ ڪري.. باقي هن نقشي جو ڪو سورس آهي ڪينَ؟ ,
6/22/2021 3:24,ھاھاھاھاھا ها.. اهڙي ڪا ڳالهہ ناهي امان.. بلڪل بہ ناهي. واقعي ب… ,
6/22/2021 3:19,بي انتھا ڀلو ليک. حساس. ڪمال. سھڻو پاٺ. شل سڀ ان راھ تي رمن. آمين ,
6/22/2021 3:16,بلڪل بابا.. ڪمال جي ڳالهہ آ اها. ,
6/22/2021 3:15,بابا سچ  منھنجي نظر ترڪي وئي آهي شايد ان تان. قرب ڪري ٻڌائجو پليز. ,
6/22/2021 3:13,بسم اللہ ,
6/22/2021 3:12,اڙي واھ. ياد آيم پهريان لڇمڻ سيرانڌيءَ کان بيھي گيان وٺڻ لڳو تہ راوڻ ڪڇي نہ پيو. تہ رام ڀ… ,
6/22/2021 3:01,اکہتر میں بنگالی عفیفائیں ساڑھی پہنتی تھیں جس سے اُن کا پیٹ نمایاں ہوتا تھا۔ اب عمرانی منطق کے مطابق جنرل اے کے نیازی کے… ,
6/22/2021 2:58,شڪ هر جڳهہ تي ناهي ڪبو بابا. ڪي شيون مڃي ڇڏبيون آهن. بس اکيون ٻوٽي. ان تي سوال ٿيندا ئي ناهن. ,
6/22/2021 2:49,سوشل ميڊيا ماچيس وانگي آ، جنھن سان ڏاها چلهيون ٻاريندا  اياڻا ٻين جا گهر ساڙيندا. ,
6/22/2021 2:48,ڄٽ ويجهو اچي تہ هريڙون لڪائي ڇڏجو. ,
6/21/2021 11:05,هلللل سائين.. توبنھن آ با... ,
6/21/2021 11:05,وعليڪم السلام سانئن ,
6/21/2021 11:04,اڙي سائين.. خود اللہ پاڪ جو ملائڪن کان آدم کي سجدو پنھنجي سامهون ئي ڪرايو ,
6/21/2021 10:37,اڙي بابا... گهر ڀاتين کي لفٽ جي ضرورت ناهي ٿيندي..  ,
6/21/2021 10:34,سانئڻ وعليڪم السلام ,
6/21/2021 8:19,يار واھ جي ڳالهہ آ.. جبردست ,
6/21/2021 7:58,بابا مون کي بحث ناهي وڻندو. ٻيو تہ سوشل ميڊيائي بحث معنا نازڪ ترين سچاين سان ويڌن ڪرڻ. خير… ,
6/21/2021 7:52,نہ ٿيو بابا نہ ٿيو سائين... بلڪل بہ نہ ٿيو. بابا سائين. آباد رھو.  ,
6/21/2021 7:43,او اهو اٿوَ شناختي بحران. جنھن لاءِ مان مسلسل رڙيون ڪندو پيو اچان. اسان جو ٻچاڙپو روي… ,
6/21/2021 7:36,گورن  تہ اها روايت ٽوپي لاهي جهڪڻ تہ اڄ جي جديد دور  بہ هلي ٿي. اتي خير آ.. باقي اسان احترام  جهڪي مل… ,
